Date,Time,Precip,Air max,min,Soil max,min,Solar,ETo,RH max,min
20160621,23:59,0,94,52,74,69,720,0.29,83,16
20160622,23:59,0.01,85,48,73,69,731,0.27,87,27
20160623,23:59,0,90,45,74,68,723,0.28,90,21
20160624,23:59,0.01,84,49,73,69,737,0.27,88,26
20160625,23:59,0.02,92,47,73,68,735,0.29,89,20
20160626,23:59,0.01,92,49,74,68,729,0.28,87,24
20160627,23:59,0.02,94,52,75,69,710,0.29,84,25
20160628,23:59,0.02,89,54,74,70,704,0.28,85,28
20160629,23:59,0.01,81,49,73,69,724,0.26,90,35
20160630,23:59,0.01,82,52,,,642,,,
20160701,23:59,0.02,73,47,71,68,665,0.23,94,50
20160702,23:59,0.01,70,48,70,67,660,0.22,93,57
20160703,23:59,0.01,72,49,70,67,660,0.23,93,56
20160704,23:59,0.01,70,49,70,67,654,0.22,95,60
20160705,23:59,0.02,71,47,70,67,639,0.22,89,56
20160706,23:59,0,72,47,71,67,667,0.23,90,53
20160707,23:59,0,81,50,,,668,0.24,93,44
20160708,23:59,0,80,51,73,68,632,0.23,92,39
20160709,23:59,0,84,53,74,69,672,0.26,88,43
20160710,23:59,0,81,47,73,68,709,0.25,88,32
20160711,23:59,0,84,47,72,68,707,0.27,89,29
20160712,23:59,0,84,47,72,68,706,0.26,92.1,27.8
20160713,23:59,0,86,47,73,68,713,0.27,90,27
20160714,23:59,0,83,48,72,68,709,0.27,93,35
20160715,23:59,0,78,50,72,68,684,0.24,94,44
20160716,23:59,0,70,50,71,68,632,0.21,93,58
20160717,23:59,0,75,50,71,67,667,0.23,89,50
20160718,23:59,0,78,49,72,67,629,0.22,93,40
20160719,23:59,0,80,51,72,68,679,0.25,87,35
20160720,23:59,0,85,48,74,68,689,0.26,87,25
20160721,23:59,0,86,47,73,68,687,0.26,90,22
20160722,23:59,0,88,48,74,69,700,0.27,83,20
20160723,23:59,0,92,49,74,69,692,0.27,84,24
20160724,23:59,0,84,47,73,69,690,0.27,91,33
20160725,23:59,0,78,50,72,68,539,0.2,94,40
20160726,23:59,0,94,47,73,67,659,0.27,94,20
20160727,23:59,0,79,53,,,619,,,
20160728,23:59,0,89,52,72,68,596,0.24,89,29
20160729,23:59,0,85,50,72,68,563,0.22,93,37
20160730,23:59,0,81,53,,,616,,,
20160731,23:59,0,74,54,71,68,576,0.2,94,56
20160801,23:59,0,77,53,72,68,547,0.2,91,51
20160802,23:59,0,80,52,72,68,607,0.22,93,38
20160803,23:59,0,77,50,73,68,629,0.23,95,47
20160804,23:59,0,73,50,72,68,589,0.2,95,51
20160805,23:59,0,72,50,71,68,574,0.19,90,55
20160806,23:59,0,70,48,70,67,527,0.18,93,56
20160807,23:59,0,81,54,,,609,,,
20160808,23:59,0,78,48,72,67,624,0.22,95,43
20160809,23:59,0,73,49,72,68,594,0.2,95,55
20160810,23:59,0,71,50,71,68,475,0.16,91,56
20160811,23:59,0,74,51,71,67,580,0.2,93,51
20160812,23:59,0,80,50,72,67,592,0.22,96,42
20160813,23:59,0,91,49,73,67,616,0.25,95,28
20160814,23:59,0,89,49,72,68,614,0.24,93,27
20160815,23:59,0,80,51,71,68,571,0.2,95,43
20160816,23:59,0,78,50,71,67,531,0.19,97,43
20160817,23:59,0,81,52,71,68,555,0.2,97,40
20160818,23:59,0,75,53,71,68,503,0.18,96,50
20160819,23:59,0,73,53,70,67,492,0.17,95,51
20160820,23:59,0,76,50,70,67,554,0.19,97,50
20160821,23:59,0,79,52,70,67,492,0.17,96,47
20160822,23:59,0,77,52,70,67,523,0.19,95,44
20160823,23:59,0,78,51,70,67,525,0.2,95,41
20160824,23:59,0,79,49,70,66,548,0.2,96,39
20160825,23:59,0,71,52,70,66,511,0.17,97,56
20160826,23:59,0,71,54,69,66,462,0.16,88,61
20160827,23:59,0,72,53,69,66,468,0.17,87,56
20160828,23:59,0,77,51,70,66,512,0.18,90,47
20160829,23:59,0,83,50,71,66,487,0.17,93,40
20160830,23:59,0,87,51,72,67,577,0.22,85,27
20160831,23:59,0,81,52,73,68,577,0.21,87,37
20160901,23:59,0,77,50,72,68,534,0.19,95,40
20160902,23:59,0,81,48,71,67,526,0.19,97,39
20160903,23:59,0,68,48,70,67,496,0.16,95,60
20160904,23:59,0,69,49,70,66,546,0.19,86,53
20160905,23:59,0,80,46,70,65,521,0.19,92,29
20160906,23:59,0,90,44,70,65,552,0.22,92,22
20160907,23:59,0,94,49,70,66,542,0.22,89,19
20160908,23:59,0,73,52,70,67,463,0.17,88,56
20160909,23:59,0,78,48,69,65,530,0.18,96,47
20160910,23:59,0,77,52,69,66,494,0.17,97,47
20160911,23:59,0,70,50,69,66,467,0.16,96,56
20160912,23:59,0,67,50,68,65,495,0.17,88,53
20160913,23:59,0,71,52,67,65,301,0.11,80,43
20160914,23:59,0,77,44,67,63,516,0.18,95,38
20160915,23:59,0,83,45,69,63,525,0.19,94,29
20160916,23:59,0,84,45,68,64,509,0.18,95,29
20160917,23:59,0,94,45,69,64,512,0.19,95,18
20160918,23:59,0,82,52,,,468,,,
20160919,23:59,0,88,53,69,66,431,0.2,88,23
20160920,23:59,0,84,54,69,66,459,0.18,98,29
20160921,23:59,0,74,51,69,66,438,0.16,86,34
20160922,23:59,0,70,45,68,64,491,0.17,85,46
20160923,23:59,0,77,42,67,63,478,0.17,95,24
20160924,23:59,0.06,81,52,,,437,,,
20160925,23:59,0,96,51,70,65,466,0.19,82,16
20160926,23:59,0,101,51,70,65,476,0.21,76,10
20160927,23:59,0,98,51,70,66,453,0.2,85,11
20160928,23:59,0,82,47,69,65,444,0.16,94,37
20160929,23:59,0,81,48,68,65,434,0.15,98,33
20160930,23:59,0,73,46,67,64,417,0.14,95,37
20161001,23:59,0,76,48,67,63,467,0.15,86,34
20161002,23:59,0,69,40,66,62,467,0.15,92,48
20161003,23:59,0,68,42,65,62,263,0.09,95,42
20161004,23:59,0,75,48,66,63,434,0.15,79,38
20161005,23:59,0,74,42,66,62,439,0.15,94,35
20161006,23:59,0,82,41,66,61,438,0.15,95,21
20161007,23:59,0,82,49,,,404,,,
20161008,23:59,0,92,45,67,62,435,0.19,74,11
20161009,23:59,0,85,45,66,62,443,0.18,78,15
20161010,23:59,0,71,43,65,62,355,0.12,86,49
20161011,23:59,0,69,50,65,63,374,0.13,84,48
20161012,23:59,0,73,45,65,62,412,0.13,94,49
20161013,23:59,0,72,42,64,61,271,0.09,98,44
20161014,23:59,0,75,50,64,61,169,0.05,98,49
20161015,23:59,0,77,60,66,64,244,0.09,100,52
20161016,23:59,0,72,60,66,65,162,0.05,99,72
20161017,23:59,0,71,51,65,64,332,0.11,94,51
20161018,23:59,0,74,46,65,62,377,0.12,97,41
20161019,23:59,0,80,43,64,61,379,0.12,99,24
20161020,23:59,0,84,44,64,60,375,0.13,84,24
20161021,23:59,0,85,46,65,61,367,0.13,85,27
20161022,23:59,0,77,46,64,61,338,0.12,97,37
20161023,23:59,0,64,44,63,61,348,0.11,97,65
20161024,23:59,0,74,52,63,61,204,0.06,97,41
20161025,23:59,0,75,50,64,62,233,0.08,93,44
20161026,23:59,0,77,45,64,61,342,0.11,100,43
20161027,23:59,0,69,50,63,61,99,0.03,98,56
20161028,23:59,0,69,56,63,61,152,0.04,100,70
20161029,23:59,0,75,53,64,62,244,0.07,100,53
20161030,23:59,0,70,52,64,62,241,0.08,100,52
20161031,23:59,0,68,49,63,61,332,0.1,97,44
20161101,23:59,0,68,47,62,61,281,0.08,100,49
20161102,23:59,0,75,42,61,59,328,0.09,100,44
20161103,23:59,0,78,43,61,58,320,0.1,100,40
20161104,23:59,0,81,43,61,59,287,0.09,100,35
20161105,23:59,0,71,42,61,58,317,0.09,99,54
20161106,23:59,0,72,45,61,58,223,0.06,100,59
20161107,23:59,0,77,50,62,59,258,0.08,100,52
20161108,23:59,0,81,49,63,60,293,0.09,100,42
20161109,23:59,0,81,50,63,60,293,0.09,100,43
20161110,23:59,0,81,50,63,61,244,0.08,100,41
20161111,23:59,0,77,46,62,60,235,0.08,92,42
20161112,23:59,0,79,46,62,60,283,0.08,99,40
20161113,23:59,0,77,46,62,59,290,0.08,100,45
20161114,23:59,0,75,43,61,59,290,0.08,100,49
20161115,23:59,0,70,53,62,60,216,0.06,100,62
20161116,23:59,0,62,43,62,59,254,0.07,83,42
20161117,23:59,0,64,34,59,56,285,0.07,100,34
20161118,23:59,0,70,33,57,53,280,0.08,90,27
20161119,23:59,0,75,36,57,53,256,0.07,100,33
20161120,23:59,0,64,53,59,57,111,0.02,100,79
20161121,23:59,0,63,45,59,57,205,0.05,100,66
20161122,23:59,0,63,38,59,56,248,0.06,100,58
20161123,23:59,0.04,63,40,,,203,,,
20161124,23:59,0,64,34,56,53,262,0.06,100,43
20161125,23:59,0,62,33,54,52,241,0.06,100,41
20161126,23:59,0,58,36,54,52,113,0.03,100,67
20161127,23:59,0,60,44,54,53,231,0.07,100,50
20161128,23:59,0,57,42,54,53,105,0.02,100,64
20161129,23:59,0,62,35,54,51,259,0.06,100,37
20161130,23:59,0,61,31,53,50,204,0.05,100,51
20161201,23:59,0,61,36,53,52,253,0.06,88,42
20161202,23:59,0,62,30,53,50,257,0.07,100,27
20161203,23:59,0,67,31,51,48,251,0.06,88,33
20161204,23:59,0,64,32,51,49,204,0.05,100,44
20161205,23:59,0,60,42,53,51,177,0.04,100,63
20161206,23:59,0,57,37,53,51,222,0.06,100,48
20161207,23:59,0,54,30,52,49,125,0.03,100,59
20161208,23:59,0,55,46,53,51,71,0.01,100,100
20161209,23:59,0,65,50,55,53,124,0.03,100,71
20161210,23:59,0,65,55,57,55,121,0.03,100,80
20161211,23:59,0,57,46,57,56,123,0.03,100,71
20161212,23:59,0.06,59,38,,,187,,,
20161213,23:59,0,63,45,56,54,169,0.04,100,60
20161214,23:59,0,65,48,57,55,141,0.03,100,70
20161215,23:59,0,60,51,57,56,48,0,100,91
20161216,23:59,0,54,36,57,54,193,0.06,100,55
20161217,23:59,0.07,54,30,54,51,248,0.05,96,41
20161218,23:59,0.03,58,38,,,186,,,
20161219,23:59,0,59,25,48,46,244,0.06,100,34
20161220,23:59,0,65,28,48,45,246,0.06,99,37
20161221,23:59,0,67,35,49,46,223,0.06,89,42
20161222,23:59,0,65,33,49,47,241,0.06,100,43
20161223,23:59,0,51,39,49,48,60,0.01,100,77
20161224,23:59,0,52,32,49,47,167,0.04,100,58
20161225,23:59,0,52,28,48,45,197,0.04,100,58
20161226,23:59,0,57,32,47,45,235,0.06,93,42
20161227,23:59,0,66,34,47,45,98,0.06,92,35
20161228,23:59,0,65,32,47,45,247,0.07,88,30
20161229,23:59,0,67,32,47,45,232,0.06,87,40
20161230,23:59,0,61,38,48,46,96,0.02,100,58
20161231,23:59,0,56,36,49,48,190,0.05,85,46
20170101,23:59,0,52,33,48,47,137,0.04,92,59
20170102,23:59,0,49,39,49,47,95,0.02,100,79
20170103,23:59,0,62,44,50,48,91,0.02,100,61
20170104,23:59,0,60,49,52,50,60,0.01,100,79
20170105,23:59,0,54,31,52,51,164,0.04,100,52
20170106,23:59,0,55,33,,,364,0.05,100,52
20170107,23:59,0,61,44,51,48,81,0.01,100,72
20170108,23:59,0,68,54,54,51,55,0.02,100,60
20170109,23:59,0,61,39,,,187,0.04,100,61
20170110,23:59,0.15,61,39,,,215,,,
20170111,23:59,0,58,45,,,245,,,
20170112,23:59,0.67,54,40,,,164,,,
20170113,23:59,0,56,33,,,274,,,
20170114,23:59,0,60,33,,,277,,,
20170115,23:59,0.34,59,38,,,272,,,
20170116,23:59,0,56,32,,,278,,,
20170117,23:59,0,61,33,,,228,,,
20170118,23:59,0.35,56,41,,,32,,,
20170119,23:59,0.21,58,46,,,178,,,
20170120,23:59,0.76,57,43,,,152,,,
20170121,23:59,0.47,58,43,,,166,,,
20170122,23:59,0.82,56,44,,,99,,,
20170123,23:59,0.25,54,40,,,174,,,
20170124,23:59,0,56,34,,,285,,,
20170125,23:59,0,57,31,,,304,,,
20170126,23:59,0.29,58,33,,,293,,,
20170127,23:59,0,64,31,,,313,,,
20170128,23:59,0,67,32,,,309,,,
20170129,23:59,0.15,70,33,,,309,,,
20170130,23:59,0,70,34,,,315,,,
20170131,23:59,0,71,35,,,311,,,
20170201,23:59,0.05,65,39,50,48,199,0.06,100,50
20170202,23:59,0.17,66,48,53,50,183,0.05,100,67
20170203,23:59,0.17,63,46,53,51,204,0.06,100,63
20170204,23:59,0,63,45,53,52,208,0.05,100,63
20170205,23:59,0.13,64,43,54,52,197,0.05,100,64
20170206,23:59,0.22,65,49,55,53,163,0.05,100,58
20170207,23:59,0.48,65,53,57,55,87,0.02,100,76
20170208,23:59,0.02,66,55,58,56,131,0.03,100,84
20170209,23:59,0.77,70,55,58,57,118,0.03,100,60
20170210,23:59,0.18,61,48,58,57,125,0.03,100,77
20170211,23:59,0,60,42,58,55,270,0.06,100,60
20170212,23:59,0,67,35,56,53,361,0.09,100,38
20170213,23:59,0,66,36,55,52,305,0.08,100,47
20170214,23:59,0,72,39,55,53,370,0.1,100,39
20170215,23:59,0,70,41,55,53,218,0.06,100,51
20170216,23:59,0.17,65,46,56,54,175,0.04,100,70
20170217,23:59,0.33,61,50,56,55,101,0.04,100,67
20170218,23:59,0.22,55,42,55,54,98,0.02,100,74
20170219,23:59,0.04,55,39,55,53,138,0.03,100,72
20170220,23:59,1.68,67,50,56,54,117,0.03,100,56
20170221,23:59,0.11,62,45,56,55,211,0.07,100,70
20170222,23:59,0,56,38,56,54,282,0.08,100,54
20170223,23:59,0,54,33,54,51,301,0.07,84,45
20170224,23:59,0,55,29,52,49,417,0.1,100,40
20170225,23:59,0,59,29,51,49,342,0.09,100,44
20170226,23:59,0,59,35,52,50,395,0.1,100,44
20170227,23:59,0,58,39,53,50,382,0.1,100,43
20170228,23:59,0,60,31,52,50,428,0.11,100,47
20170301,23:59,0,66,30,52,49,442,0.11,100,33
20170302,23:59,0,71,31,53,50,446,0.12,100,29
20170303,23:59,0,70,34,53,50,407,0.11,100,37
20170304,23:59,0.02,61,42,54,52,416,0.12,100,52
20170305,23:59,0.13,53,36,54,52,349,0.1,93,51
20170306,23:59,0,57,31,52,50,314,0.08,100,59
20170307,23:59,0,66,43,53,49,365,0.12,100,41
20170308,23:59,0,73,38,55,51,456,0.13,96,48
20170309,23:59,0,78,42,57,53,454,0.13,98,51
20170310,23:59,0,77,47,58,55,365,0.11,98,58
20170311,23:59,0,80,45,60,56,469,0.14,100,51
20170312,23:59,0,80,42,61,57,484,0.14,99,45
20170313,23:59,0,84,42,61,57,495,0.15,96,39
20170314,23:59,0,82,45,62,58,489,0.16,99,48
20170315,23:59,0,73,43,61,58,418,0.13,100,60
20170316,23:59,0,76,47,62,59,379,0.11,99,48
20170317,23:59,0,82,44,63,58,486,0.15,98,43
20170318,23:59,0,70,46,62,59,274,0.08,97,55
20170319,23:59,0,67,46,60,58,287,0.08,94,64
20170320,23:59,0.25,66,50,60,58,195,0.05,94,68
20170321,23:59,0.13,66,47,61,59,363,0.1,99,64
20170322,23:59,0.05,63,44,60,57,363,0.1,98,67
20170323,23:59,0,64,42,60,57,488,0.14,96,64
20170324,23:59,0.19,59,46,59,57,126,0.02,99,75
20170325,23:59,0.12,65,45,60,57,431,0.12,99,63
20170326,23:59,0.05,66,44,60,57,354,0.1,98,55
20170327,23:59,0,65,45,60,58,501,0.16,96,48
20170328,23:59,0,73,40,61,57,548,0.17,97,41
20170329,23:59,0,77,43,62,58,535,0.17,97,47
20170330,23:59,0.04,69,42,,,490,,,
20170331,23:59,0,71,43,62,58,576,0.19,90,34
20170401,23:59,0,79,38,63,58,569,0.17,96,35
20170402,23:59,0.01,79,44,63,59,506,0.15,97,48
20170403,23:59,0.01,75,42,64,60,593,0.18,98,42
20170404,23:59,0.01,76,36,63,59,528,0.17,94,35
20170405,23:59,0,76,44,63,59,438,0.15,89,42
20170406,23:59,0.11,69,50,62,60,174,0.05,94,46
20170407,23:59,0.31,66,51,61,59,209,0.05,98,74
20170408,23:59,0.09,59,41,60,58,498,0.14,91,58
20170409,23:59,0,68,36,60,56,588,0.16,96,44
20170410,23:59,0,72,36,61,57,587,0.17,92,41
20170411,23:59,0.01,70,49,61,59,354,0.11,96,58
20170412,23:59,0,66,48,61,59,349,0.1,97,65
20170413,23:59,0.22,62,43,62,59,517,0.15,97,64
20170414,23:59,0,67,37,61,57,618,0.18,93,46
20170415,23:59,0,76,38,62,57,607,0.18,96,35
20170416,23:59,0.19,62,46,62,59,197,0.04,98,72
20170417,23:59,0.08,64,50,60,59,196,0.04,99,84
20170418,23:59,0.1,70,49,61,59,339,0.09,99,69
20170419,23:59,0,70,41,62,59,615,0.19,100,51
20170420,23:59,0.01,72,45,63,59,590,0.19,97,53
20170421,23:59,0,81,42,65,60,636,0.2,97,37
20170422,23:59,0,74,46,64,61,468,0.16,91,42
20170423,23:59,0,69,46,65,61,626,0.2,95,58
20170424,23:59,0,65,46,64,61,263,0.07,95,65
20170425,23:59,0,69,50,64,60,751,0.17,97,58
20170426,23:59,0,71,49,64,61,374,0.11,97,74
20170427,23:59,0,74,46,66,62,598,0.2,95,44
20170428,23:59,0,76,44,66,62,659,0.23,90,23
20170429,23:59,0,82,39,67,61,671,0.23,89,25
20170430,23:59,0.01,86,41,67,62,664,0.23,95,31
20170501,23:59,0.01,90,49,68,63,662,0.24,95,30
20170502,23:59,0,90,56,69,65,656,0.24,,
20170503,23:59,0,92,53,71,66,656,0.25,97,39
20170504,23:59,0.02,77,49,70,66,635,0.22,98,59
20170505,23:59,0.02,73,50,69,65,594,0.19,97,56
20170506,23:59,0,62,45,68,64,372,0.11,92,58
20170507,23:59,0,73,46,67,63,620,0.2,94,44
20170508,23:59,0.01,75,43,67,63,654,0.21,97,48
20170509,23:59,0.03,83,43,67,63,663,0.23,98,37
20170510,23:59,0,67,52,67,64,478,0.14,96,69
20170511,23:59,0,69,54,66,64,411,0.12,91,62
20170512,23:59,0.01,70,44,68,64,651,0.22,92,31
20170513,23:59,0.01,69,39,67,63,687,0.22,91,46
20170514,23:59,0.01,62,41,67,63,636,0.19,95,60
20170515,23:59,0.01,63,41,66,62,643,0.19,96,61
20170516,23:59,0.02,66,49,66,63,533,0.17,87,60
20170517,23:59,0.03,70,45,67,64,694,0.22,93,40
20170518,23:59,0.01,82,40,68,63,698,0.24,96,29
20170519,23:59,0.02,87,45,69,64,704,0.27,94,26
20170520,23:59,0.02,90,46,70,64,705,0.27,95,20
20170521,23:59,0.02,90,48,70,65,704,0.27,96,27
20170522,23:59,0.02,86,47,70,66,672,0.24,99,33
20170523,23:59,0.02,81,48,70,66,647,0.22,99,55
20170524,23:59,0.02,71,49,69,66,469,0.15,98,62
20170525,23:59,0.05,66,54,67,65,442,0.14,88,66
20170526,23:59,0.04,64,48,66,64,385,0.11,93,66
20170527,23:59,0.01,72,45,68,63,691,0.23,96,55
20170528,23:59,0.01,77,49,70,64,641,0.22,97,55
20170529,23:59,0.01,74,49,69,66,519,0.16,98,59
20170530,23:59,0.03,75,50,69,65,562,0.19,97,50
20170531,23:59,0.06,77,53,70,66,643,0.22,96,46
20170601,23:59,0,79,52,72,66,661,0.23,97,53
20170602,23:59,0.04,84,47,72,67,706,0.25,98,38
20170603,23:59,0.02,84,51,72,67,673,0.24,95,35
20170604,23:59,0.02,82,47,72,67,714,0.25,97,33
20170605,23:59,0,83,43,72,67,731,0.25,96,30
20170606,23:59,0.02,79,46,72,67,710,0.24,98,39
20170607,23:59,0.03,76,46,71,67,625,0.22,98,43
20170608,23:59,0.02,74,52,69,66,415,0.13,95,54
20170609,23:59,0.07,69,52,70,67,558,0.17,98,58
20170610,23:59,0,72,46,71,66,713,0.24,92,47
20170611,23:59,0.05,66,46,70,66,703,0.23,88,55
20170612,23:59,0.05,68,46,68,65,479,0.15,91,57
20170613,23:59,0.01,78,45,70,64,696,0.25,96,39
20170614,23:59,0.02,86,45,72,66,704,0.27,95,27
20170615,23:59,0.01,85,47,73,67,700,0.26,93,37
20170616,23:59,0.02,92,54,75,69,686,0.27,91,36
20170617,23:59,0.04,94,61,76,71,688,0.28,88,35
20170618,23:59,0.02,95,60,76,72,688,0.3,91,35
20170619,23:59,0.02,94,56,76,72,679,0.29,92,39
20170620,23:59,0.03,82,53,75,71,691,0.25,96,49
20170621,23:59,0.02,87,51,75,70,658,0.24,97,47
20170622,23:59,0.02,90,54,76,71,691,0.28,93,41
20170623,23:59,0.01,82,55,76,71,665,0.25,98,51
20170624,23:59,0.02,80,54,75,71,520,0.18,96,54
20170625,23:59,0.04,79,52,75,70,659,0.23,98,50
20170626,23:59,0.02,82,48,76,70,677,0.24,98,47
20170627,23:59,0.01,80,53,76,71,666,0.24,96,48
20170628,23:59,0.03,79,52,76,71,626,0.22,97,47
20170629,23:59,0,80,48,76,70,647,0.23,97,40
20170630,23:59,0,80,48,76,71,632,0.22,97,43
20170701,23:59,0.02,75,47,75,70,694,0.23,97,51
20170702,23:59,0.02,73,49,74,70,627,0.22,97,58
20170703,23:59,0.01,77,50,75,70,651,0.23,98,56
20170704,23:59,0.04,82,52,75,70,652,0.24,99,38
20170705,23:59,0.03,87,50,75,70,572,0.22,98,44
20170706,23:59,0.01,92,56,77,71,671,0.27,91,33
20170707,23:59,0.02,99,58,79,72,680,0.29,82,22
20170708,23:59,0,102,58,81,73,676,0.29,87,16
20170709,23:59,0,88,53,80,74,681,0.28,91,32
20170710,23:59,0,84,51,80,73,688,0.27,95,41
20170711,23:59,0,87,50,80,73,693,0.27,97,35
20170712,23:59,0.02,78,49,78,72,677,0.25,96,51
20170713,23:59,0.03,81,52,78,72,662,0.25,96,40
20170714,23:59,0,84,50,78,72,680,0.26,97,35
20170715,23:59,0.03,96,47,78,71,637,0.26,97,30
20170716,23:59,0.02,101,56,80,73,681,0.3,90,21
20170717,23:59,0.02,93,54,79,73,686,0.29,87,27
20170718,23:59,0.02,87,51,78,72,699,0.28,92,23
20170719,23:59,0.02,85,47,78,71,703,0.26,96,34
20170720,23:59,0.02,84,49,78,71,693,0.25,96,37
20170721,23:59,0.02,86,48,78,71,700,0.25,97,33
20170722,23:59,0.02,89,47,78,71,687,0.27,98,32
20170723,23:59,0.02,83,51,77,71,669,0.27,95,41
20170724,23:59,0.03,73,52,76,71,639,0.22,97,62
20170725,23:59,0.05,74,53,76,71,661,0.23,93,60
20170726,23:59,0,84,53,78,71,607,0.23,94,39
20170727,23:59,0.04,91,53,78,72,652,0.26,98,30
20170728,23:59,0.01,84,50,77,71,676,0.25,97,41
20170729,23:59,0.02,79,50,77,71,644,0.23,98,51
20170730,23:59,0.02,84,51,77,71,628,0.23,97,42
20170731,23:59,0.02,85,53,77,71,632,0.24,98,39
20170801,23:59,0.01,92,50,78,71,651,0.27,98,29
20170802,23:59,0.02,96,57,78,72,606,0.27,,
20170803,23:59,0.02,81,54,77,74,215,0.08,,
20170804,23:59,0.02,93,62,77,72,475,0.21,,
20170805,23:59,0.01,89,57,78,72,606,0.24,96,44
20170806,23:59,0.03,84,56,78,73,602,0.23,97,48
20170807,23:59,0.01,82,53,77,72,582,0.22,96,47
20170808,23:59,0.02,81,52,77,71,588,0.21,97,46
20170809,23:59,0,80,54,78,71,541,0.19,96,51
20170810,23:59,0.01,82,55,78,72,561,0.2,95,47
20170811,23:59,0.01,85,54,78,72,584,0.22,97,41
20170812,23:59,0.03,84,51,77,72,587,0.21,98,42
20170813,23:59,0.01,81,50,77,71,598,0.22,98,43
20170814,23:59,0.02,74,54,76,71,600,0.2,97,62
20170815,23:59,0.03,71,54,75,71,501,0.18,91,62
20170816,23:59,0,77,54,76,71,542,0.2,92,54
20170817,23:59,0.01,81,53,76,71,568,0.22,94,45
20170818,23:59,0,82,53,76,71,567,0.22,95,46
20170819,23:59,0.01,73,53,75,70,510,0.17,96,66
20170820,23:59,0.03,74,59,75,71,458,0.16,95,64
20170821,23:59,0.01,74,57,73,70,309,0.1,93,63
20170822,23:59,0,85,53,75,69,575,0.21,96,49
20170823,23:59,0,77,55,75,70,496,0.17,98,60
20170824,23:59,0,82,54,77,71,540,0.19,97,48
20170825,23:59,0.01,88,49,77,71,581,0.22,98,34
20170826,23:59,0,91,52,77,70,585,0.24,96,28
20170827,23:59,0.01,97,53,78,71,582,0.24,95,27
20170828,23:59,0.02,92,53,77,71,573,0.23,98,40
20170829,23:59,0,85,56,78,72,536,0.2,96,47
20170830,23:59,0,91,56,79,72,570,0.22,92,31
20170831,23:59,0.01,103,51,79,72,572,0.22,95,16
20170901,23:59,0,112,61,80,73,522,0.25,79,12
20170902,23:59,0.01,114,63,82,75,540,0.25,,
20170903,23:59,0,98,66,80,76,430,0.21,,
20170904,23:59,0.02,87,65,78,75,344,0.14,83,52
20170905,23:59,0,91,60,79,74,727,0.2,94,52
20170906,23:59,0,78,59,77,74,428,0.16,97,62
20170907,23:59,0.02,80,60,77,73,466,0.17,95,58
20170908,23:59,0,80,57,77,72,479,0.17,94,61
20170909,23:59,0.02,84,58,77,72,446,0.16,96,52
20170910,23:59,0.01,100,54,78,71,486,0.2,,
20170911,23:59,0.03,96,64,78,73,426,0.18,88,31
20170912,23:59,0.01,82,62,77,73,509,0.2,88,53
20170913,23:59,0.04,71,61,75,72,227,0.07,93,68
20170914,23:59,0.01,72,56,75,70,465,0.16,94,57
20170915,23:59,0,74,50,75,69,540,0.19,93,45
20170916,23:59,0.01,79,47,74,68,489,0.17,97,48
20170917,23:59,0.01,81,49,73,68,479,0.17,99,33
20170918,23:59,0.01,79,49,73,67,454,0.16,92,62
20170919,23:59,0.02,77,50,73,68,496,0.17,88,43
20170920,23:59,0,77,49,74,67,462,0.17,91,51
20170921,23:59,0.03,69,51,72,68,467,0.16,83,50
20170922,23:59,0.02,73,43,70,65,492,0.16,95,37
20170923,23:59,0,79,43,71,64,492,0.18,94,26
20170924,23:59,0,85,42,71,64,500,0.18,84,16
20170925,23:59,0.02,88,46,71,65,475,0.18,78,17
20170926,23:59,0.01,93,48,72,65,476,0.18,82,16
20170927,23:59,0,93,50,73,66,475,0.2,76,18
20170928,23:59,0.01,95,50,72,67,467,0.19,82,18
20170929,23:59,0.01,84,51,71,66,463,0.17,94,27
20170930,23:59,0.02,78,51,71,66,455,0.15,96,50
20171001,23:59,0.01,83,46,71,65,449,0.17,96,26
20171002,23:59,0,81,45,70,64,466,0.17,81,19
20171003,23:59,0.01,69,42,67,63,446,0.15,91,44
20171004,23:59,0,82,40,68,62,455,0.16,94,21
20171005,23:59,0,87,42,68,62,456,0.17,86,16
20171006,23:59,0.01,92,41,69,62,455,0.17,81,13
20171007,23:59,0,92,44,69,63,447,0.18,86,16
20171008,23:59,0.01,88,46,69,63,439,0.16,92,22
20171009,23:59,0,83,44,68,63,440,0.17,71,16
20171010,23:59,0.01,82,45,67,62,408,0.15,94,24
20171011,23:59,0,76,49,68,63,382,0.13,94,41
20171012,23:59,0,78,38,67,62,431,0.14,94,20
20171013,23:59,0,78,48,,,371,,,
20171014,23:59,0,84,40,66,60,435,0.16,81,13
20171015,23:59,0,93,41,66,60,411,0.15,72,14
20171016,23:59,0.01,96,44,66,60,407,0.16,76,11
20171017,23:59,0,84,47,65,61,256,0.11,73,19
20171018,23:59,0,78,43,65,60,351,0.12,94,36
20171019,23:59,0.02,69,41,64,60,299,0.09,95,56
20171020,23:59,0.11,66,50,64,62,340,0.1,94,54
20171021,23:59,0,73,43,64,59,385,0.12,92,35
20171022,23:59,0,80,42,65,59,388,0.12,95,38
20171023,23:59,0,92,47,66,60,382,0.14,89,24
20171024,23:59,0,98,50,67,62,371,0.14,83,16
20171025,23:59,0,99,50,68,63,371,0.14,84,16
20171026,23:59,0,96,50,68,63,368,0.14,86,20
20171027,23:59,0.01,93,50,67,63,362,0.13,93,22
