Date,Time,Precip,Air max,min,Soil max,min,Solar,ETo,RH max,min
20011222,23:59,0.14,53,42,50,49,78,0.01,100,84.7
20011223,23:59,0.02,61,38,51,50,191,0.04,100,71
20011224,23:59,0,59,36,50,47,194,0.04,100,66
20011225,23:59,0,63,36,50,47,193,0.05,100,52.6
20011226,23:59,0,62,41,51,48,151,0.04,96.2,65.7
20011227,23:59,0.02,60,43,51,49,125,0.03,98.6,72.3
20011228,23:59,0.18,56,50,52,51,40,0,97.3,78.8
20011229,23:59,0.52,58,49,53,51,81,0.01,100,92.3
20011230,23:59,0.38,57,48,53,52,51,0,100,97.2
20011231,23:59,0,62,48,53,52,166,0.03,100,90.6
20020101,23:59,0.02,63,47,54,52,133,0.03,100,83.6
20020102,23:59,0.32,58,54,54,53,56,0,100,99.6
20020103,23:59,0,61,38,54,52,255,0.06,100,63.3
20020104,23:59,0,63,35,52,49,224,0.05,100,63.2
20020105,23:59,0,65,38,51,49,188,0.04,100,55.4
20020106,23:59,0,62,40,52,50,108,0.02,98.5,70.2
20020107,23:59,0,58,38,51,49,138,0.03,99.2,69.5
20020108,23:59,0,65,39,51,48,188,0.04,100,69.2
20020109,23:59,0,62,45,53,51,120,0.03,100,77.7
20020110,15:00,0,63,36,,,215,0.06,100,58.6
20020111,23:59,0,71,37,51,48,269,0.06,100,54.8
20020112,23:59,0,64,37,51,48,228,0.05,99.8,63.1
20020113,23:59,0,63,36,50,47,267,0.06,100,53.9
20020114,23:59,0,50,33,49,47,96,0.02,99,77.1
20020115,23:59,0,55,28,47,45,275,0.06,100,45.3
20020116,23:59,0,53,25,46,43,251,0.06,98.5,53.7
20020117,23:59,0,55,25,45,42,213,0.05,97.6,63.3
20020118,23:59,0,59,25,45,42,280,0.06,100,45.2
20020119,23:59,0,57,26,45,42,282,0.06,99.3,53.2
20020120,23:59,0,61,29,46,42,277,0.06,97.5,34.7
20020121,23:59,0.01,58,33,47,44,204,0.05,100,70.1
20020122,23:59,0,52,31,47,43,264,0.07,94.9,44.9
20020123,23:59,0,55,26,45,42,294,0.06,98.6,46.2
20020124,23:59,0,61,25,45,41,294,0.07,97,38.4
20020125,23:59,0,62,29,45,41,280,0.07,96.9,40.1
20020126,23:59,0.1,56,36,47,44,79,0.01,99.6,80
20020127,23:59,0,53,31,47,44,267,0.06,97.2,48.5
20020128,23:59,0.22,51,30,45,43,204,0.04,100,60.9
20020129,23:59,0,50,30,45,43,242,0.05,100,59.2
20020130,23:59,0,54,24,44,41,319,0.07,100,37.7
20020131,23:59,0,58,23,43,40,321,0.07,98.4,37.1
20020201,23:59,0,58,28,44,40,299,0.07,97.4,45.3
20020202,23:59,0,62,28,45,41,323,0.07,98.4,45.1
20020203,23:59,0,63,30,46,42,310,0.07,100,45.8
20020204,23:59,0,67,28,46,41,343,0.09,96.4,36.5
20020205,23:59,0,66,29,46,41,307,0.07,99.9,45.6
20020206,23:59,0,62,30,47,42,332,0.09,100,48.9
20020207,23:59,0.39,61,42,49,45,167,0.03,99.9,79.2
20020208,23:59,0.04,60,37,49,47,347,0.08,98.1,59.1
20020209,23:59,0,66,31,48,45,355,0.09,97.3,43.9
20020210,23:59,0,75,34,48,45,358,0.09,98,28.7
20020211,23:59,0,72,34,49,45,314,0.08,93.2,31.9
20020212,23:59,0,68,35,49,45,299,0.08,98.4,42.6
20020213,23:59,0,56,38,49,47,136,0.03,97.4,78.6
20020214,23:59,0,59,43,50,48,145,0.03,99.5,75.5
20020215,23:59,0,58,43,51,49,164,0.04,96.6,68.6
20020216,23:59,0.22,60,40,50,48,220,0.06,99.8,63.6
20020217,23:59,0.29,54,41,50,48,232,0.05,100,73.3
20020218,23:59,0,56,38,50,48,216,0.05,100,66.3
20020219,23:59,0.04,59,48,51,49,155,0.03,99.7,87.2
20020220,23:59,0.03,69,49,54,51,321,0.08,100,69.1
20020221,23:59,0,74,50,55,52,388,0.11,100,63.7
20020222,23:59,0,76,43,55,52,352,0.12,100,55.8
20020223,23:59,0,62,43,55,52,331,0.09,98.4,63.8
20020224,23:59,0,67,44,54,51,370,0.1,97,56.3
20020225,23:59,0,74,38,54,50,418,0.12,100,42.9
20020226,23:59,0,76,37,54,50,382,0.11,94.4,39.6
20020227,23:59,0,77,47,56,52,403,0.13,96.9,36.8
20020228,23:59,0,77,38,56,51,433,0.13,98.2,36.7
20020301,23:59,0,68,37,53,50,439,0.13,95.5,24.6
20020302,23:59,0,70,31,53,47,442,0.13,94.8,32.2
20020303,23:59,0,72,33,53,47,434,0.13,97.2,30.1
20020304,23:59,0,72,35,53,47,432,0.13,94.4,34.1
20020305,23:59,0,65,38,53,49,389,0.11,97,57.4
20020306,23:59,0.18,63,50,55,52,314,0.09,98.8,64.3
20020307,23:59,0.19,60,39,54,50,210,0.06,99.6,69.2
20020308,23:59,0,60,30,51,48,457,0.11,92.1,39.4
20020309,23:59,0,59,33,51,47,342,0.09,95.5,56.4
20020310,23:59,0.06,64,43,53,49,306,0.08,98.4,56.7
20020311,23:59,0,70,40,54,50,453,0.13,100,50.9
20020312,23:59,0,68,43,56,51,430,0.13,100,52.2
20020313,23:59,0,57,40,53,50,294,0.09,87.5,50.6
20020314,23:59,0,60,36,52,48,485,0.14,88.4,38.2
20020315,23:59,0.06,55,31,51,47,374,0.1,98.1,55.5
20020316,23:59,0,56,38,50,48,316,0.09,86.4,44.9
20020317,23:59,0.44,47,37,49,48,140,0.02,98.4,76.6
20020318,23:59,0,61,32,50,46,515,0.14,95,33.8
20020319,23:59,0,71,30,51,46,499,0.14,98.1,32.6
20020320,23:59,0,75,35,53,47,482,0.16,98.7,43.2
20020321,23:59,0,66,38,53,49,428,0.13,98.3,52.9
20020322,23:59,0.28,62,41,53,50,225,0.05,97.9,69
20020323,23:59,0.08,60,46,53,52,355,0.1,99.2,74.8
20020324,23:59,0.03,59,38,54,51,464,0.13,98.2,63
20020325,23:59,0,62,35,53,49,412,0.11,100,61.5
20020326,23:59,0,72,39,55,49,485,0.14,97.5,42.4
20020327,23:59,0,75,39,56,50,532,0.17,100,36.4
20020328,23:59,0.01,64,43,56,52,458,0.14,100,71.8
20020329,23:59,0,72,45,58,53,505,0.15,100,64.2
20020330,23:59,0,76,46,59,54,468,0.14,100,53
20020331,23:59,0.01,73,39,59,53,546,0.17,100,65.4
20020401,23:59,0.01,66,43,59,54,521,0.15,100,72.3
20020402,23:59,0,58,47,57,55,308,0.07,100,86.9
20020403,23:59,0,59,50,57,54,254,0.06,95,77.8
20020404,23:59,0,56,51,55,54,113,0.02,93.9,76.7
20020405,23:59,0.02,66,46,56,54,274,0.07,98.9,64.8
20020406,23:59,0.04,66,47,57,54,345,0.1,100,67.3
20020407,23:59,0,66,45,59,54,489,0.14,99.9,67.3
20020408,23:59,0.04,61,46,57,55,374,0.1,100,79.8
20020409,23:59,0,63,49,58,55,291,0.08,97.9,76.6
20020410,23:59,0.05,72,49,61,56,523,0.16,100,61.4
20020411,23:59,0.05,75,45,61,56,514,0.16,100,57
20020412,23:59,0.04,80,48,62,57,554,0.18,100,46.8
20020413,23:59,0.06,86,45,63,57,594,0.2,100,38.2
20020414,23:59,0.07,79,48,64,59,589,0.2,100,62.5
20020415,23:59,0.05,61,41,60,56,523,0.17,93.5,47.7
20020416,15:00,0.09,59,41,,,456,0.14,100,57.3
20020417,23:59,0.1,57,41,56,54,435,0.11,95.3,61.8
20020418,23:59,0,60,35,57,52,570,0.17,96.8,52.6
20020419,23:59,0.06,68,38,58,52,630,0.2,98.3,42.1
20020420,23:59,0.06,63,39,58,53,580,0.17,100,63
20020421,23:59,0,72,37,58,53,619,0.19,100,48.2
20020422,23:59,0.06,84,41,60,54,624,0.22,100,23.4
20020423,23:59,0,76,44,60,56,622,0.21,94.6,52.9
20020424,23:59,0.07,69,43,60,56,615,0.2,100,53
20020425,23:59,0.05,65,48,60,57,463,0.14,97.7,69
20020426,23:59,0.08,53,49,58,55,206,0.05,96.6,82
20020427,23:59,0,61,48,58,54,548,0.17,88.9,61.8
20020428,23:59,0.06,63,41,58,54,472,0.15,100,45
20020429,23:59,0.1,61,44,57,54,324,0.09,96.5,65.1
20020430,23:59,0.08,58,38,56,53,353,0.09,99.1,67
20020501,23:59,0,61,43,57,54,466,0.14,97.6,58.9
20020502,23:59,0,65,39,59,53,642,0.19,99.2,65.4
20020503,23:59,0,65,42,60,56,547,0.16,99.6,61.3
20020504,23:59,0,69,40,60,55,604,0.18,100,50.4
20020505,23:59,0,76,46,62,57,569,0.18,100,49.1
20020506,23:59,0,69,41,62,56,670,0.21,100,53.1
20020507,23:59,0,63,39,60,56,674,0.2,99.4,55.7
20020508,23:59,0,74,36,61,54,684,0.22,100,34.3
20020509,23:59,0,69,39,61,55,680,0.22,98.7,36.2
20020510,23:59,0.02,60,40,59,55,687,0.2,98.4,64.4
20020511,23:59,0,76,37,62,53,692,0.23,100,36.9
20020512,23:59,0,81,41,64,56,643,0.24,98.5,31.2
20020513,23:59,0,73,41,64,56,674,0.22,99.4,40.7
20020514,23:59,0,74,40,64,56,696,0.22,99.5,47.4
20020515,23:59,0,74,41,64,56,612,0.2,100,50
20020516,23:59,0,77,42,65,57,689,0.23,99.6,42.5
20020517,23:59,0,75,42,66,57,686,0.22,100,48
20020518,23:59,0,69,44,65,58,691,0.22,100,41.8
20020519,23:59,0.16,68,46,63,58,415,0.12,96.2,61.5
20020520,23:59,0.22,62,47,61,58,393,0.12,98.6,60.6
20020521,23:59,0.18,62,49,62,57,628,0.18,95.5,63.3
20020522,23:59,0,69,43,63,56,692,0.21,98,41.1
20020523,23:59,0,75,40,64,55,715,0.23,93.8,38.7
20020524,23:59,0,83,43,66,56,711,0.26,99.6,30.7
20020525,23:59,0,66,43,63,56,685,0.2,100,63.6
20020526,23:59,0,71,45,65,58,588,0.18,100,58.3
20020527,23:59,0,71,47,66,58,652,0.21,100,48.5
20020528,23:59,0,76,50,68,59,684,0.23,100,60.6
20020529,23:59,0,90,53,71,61,703,0.25,100,41.5
20020530,23:59,0,89,51,72,63,704,0.26,98.7,50.2
20020531,23:59,0,74,50,68,62,619,0.2,99.4,66.6
20020601,23:59,0,65,47,68,60,624,0.19,96.9,68.5
20020602,23:59,0,65,46,67,59,682,0.2,98.6,66.3
20020603,23:59,0,75,46,67,59,648,0.21,99.3,57.4
20020604,23:59,0,87,46,71,58,716,0.26,100,35.6
20020605,23:59,0,96,54,74,62,717,0.28,95.3,33.3
20020606,23:59,0,89,48,74,62,727,0.27,97,38.3
20020607,23:59,0,78,45,71,60,726,0.24,100,33.1
20020608,23:59,0,80,45,71,59,726,0.26,99,31.6
20020609,23:59,0,80,43,71,58,749,0.28,90.5,20.6
20020610,23:59,0,90,46,73,58,714,0.27,87.1,20.7
20020611,23:59,0,73,49,72,61,726,0.25,96.6,53.5
20020612,23:59,0,70,50,71,61,682,0.22,98.2,62.6
20020613,23:59,0,65,46,69,59,645,0.19,100,70
20020614,23:59,0,74,52,72,62,717,0.23,95.1,50.8
20020615,23:59,0,79,47,72,60,747,0.25,96.9,32.6
20020616,23:59,0,82,45,73,58,739,0.25,97.2,38.9
20020617,23:59,0,82,48,74,60,727,0.26,99.2,37.2
20020618,23:59,0,81,52,75,63,705,0.25,95.4,53
20020619,23:59,0,85,49,75,62,715,0.26,99.8,39
20020620,23:59,0,67,46,72,60,718,0.21,99.6,66.8
20020621,23:59,0,63,52,71,63,717,0.21,93.2,70.5
20020622,23:59,0,70,50,71,62,576,0.17,98,61.1
20020623,23:59,0,79,49,73,61,661,0.22,100,46.2
20020624,23:59,0,78,48,73,60,709,0.24,100,44.9
20020625,23:59,0,79,49,73,62,699,0.24,100,45.6
20020626,23:59,0.06,71,51,70,62,654,0.2,99.5,67.2
20020627,23:59,0,78,51,73,61,665,0.22,99.3,54.7
20020628,23:59,0,77,52,73,63,640,0.21,100,49.2
20020629,23:59,0,85,51,75,62,712,0.26,100,41.8
20020630,23:59,0,92,52,78,63,718,0.27,100,42.3
20020701,23:59,0,80,53,76,65,692,0.27,97.6,49.3
20020702,23:59,0,83,52,75,64,693,0.24,100,33.2
20020703,23:59,0,78,51,74,64,681,0.23,99,44.2
20020704,23:59,0,78,47,74,61,706,0.24,100,39.8
20020705,23:59,0,78,46,74,61,713,0.24,99.9,45.8
20020706,23:59,0,82,48,76,61,682,0.25,100,37.4
20020707,23:59,0,83,50,75,65,714,0.26,98.2,47.5
20020708,23:59,0,93,52,75,67,733,0.27,94,25.4
20020709,23:59,0,100,53,76,67,730,0.31,86,16.7
20020710,23:59,0,90,55,74,68,716,0.3,94,35.5
20020711,23:59,0,82,50,72,67,632,0.25,99.7,47.9
20020712,23:59,0,84,54,72,67,669,0.26,98.5,50.2
20020713,23:59,0,85,53,71,67,671,0.25,100,39.6
20020714,23:59,0,84,53,71,67,672,0.24,100,39.4
20020715,23:59,0,75,49,70,66,679,0.22,100,49.1
20020716,23:59,0,75,49,69,66,649,0.21,98.6,46.3
20020717,23:59,0,73,52,,,674,0.22,98.9,61.5
20020718,23:59,0,72,51,69,66,646,0.21,99.5,61.3
20020719,23:59,0,78,50,69,65,655,0.22,100,53.4
20020720,23:59,0,71,52,69,65,650,0.2,100,67.5
20020721,23:59,0,69,52,68,65,589,0.19,98.8,67.3
20020722,23:59,0,73,50,69,65,698,0.24,98.8,59.9
20020723,23:59,0,76,47,69,64,708,0.25,100,49.6
20020724,23:59,0,83,48,69,64,710,0.25,98.9,37.1
20020725,23:59,0,81,50,69,65,714,0.25,98.6,39.3
20020726,23:59,0,79,48,69,65,687,0.23,99.9,43.9
20020727,23:59,0,71,54,69,66,575,0.19,100,69.6
20020728,23:59,0,72,54,69,66,563,0.19,97,67.3
20020729,23:59,0,76,53,69,65,608,0.21,98.6,54.8
20020730,23:59,0.01,84,52,69,65,635,0.23,100,43.6
20020731,23:59,0,77,51,69,65,652,0.23,99.9,52.2
20020801,23:59,0,78,54,70,66,658,0.22,99.3,67.4
20020802,23:59,0,71,58,69,67,532,0.17,99.4,76.7
20020803,23:59,0,62,57,68,66,204,0.05,98.4,87.3
20020804,23:59,0,74,50,68,65,646,0.22,98.2,53.8
20020805,23:59,0,79,47,68,64,652,0.24,100,28.9
20020806,23:59,0,76,46,68,64,684,0.24,96.8,37.4
20020807,23:59,0,88,45,68,63,671,0.24,97.5,26.3
20020808,23:59,0,96,49,70,65,667,0.27,87.5,22.3
20020809,23:59,0,98,53,70,66,640,0.28,82.5,17.3
20020810,23:59,0,94,52,70,66,652,0.28,97.8,22.2
20020811,23:59,0,88,47,69,65,676,0.26,100,28.8
20020812,23:59,0,85,48,69,65,641,0.24,100,33.7
20020813,23:59,0,84,51,69,65,614,0.22,100,49.9
20020814,23:59,0,82,51,69,66,599,0.21,100,47.6
20020815,23:59,0,81,52,69,66,563,0.2,100,53.6
20020816,23:59,0,72,54,68,66,482,0.16,100,70.5
20020817,23:59,0,77,51,68,66,542,0.18,100,56.3
20020818,23:59,0,69,48,67,65,528,0.17,100,68
20020819,23:59,0,66,52,67,65,574,0.18,97.5,70.3
20020820,23:59,0,80,52,69,65,596,0.21,94.6,44.6
20020821,23:59,0,73,48,67,64,597,0.19,98,61.3
20020822,23:59,0,68,52,67,64,590,0.18,95.1,68
20020823,23:59,0,71,50,67,64,448,0.14,99.5,60.1
20020824,23:59,0,77,50,67,64,552,0.18,99.2,52.4
20020825,23:59,0,79,48,67,63,572,0.19,100,45
20020826,23:59,0,87,48,68,63,590,0.21,100,41.3
20020827,23:59,0,90,51,68,63,587,0.24,95.5,30.7
20020828,23:59,0,72,52,67,64,573,0.19,97.9,68
20020829,23:59,0,68,55,68,65,496,0.15,98.8,74.9
20020830,23:59,0,76,52,68,64,496,0.17,98.9,58.2
20020831,23:59,0,86,51,69,63,565,0.2,100,48.5
20020901,23:59,0,99,51,70,63,580,0.24,100,23.2
20020902,23:59,0,95,56,71,65,571,0.26,85.8,21.4
20020903,23:59,0,80,53,69,65,571,0.21,99.2,46.3
20020904,23:59,0,83,53,69,64,485,0.19,100,19.3
20020905,23:59,0,77,54,68,63,422,0.15,77.4,33.6
20020906,23:59,0,73,50,68,63,576,0.2,93.9,43.6
20020907,23:59,0,72,47,67,62,572,0.19,99.7,46.2
20020908,23:59,0,80,43,67,61,575,0.2,99,30.1
20020909,23:59,0,92,46,69,61,566,0.22,87,19.6
20020910,23:59,0,93,52,69,63,552,0.23,86.8,18.3
20020911,23:59,0,87,51,69,64,539,0.21,100,28.5
20020912,15:00,0,83,52,,,486,0.18,100,47.2
20020913,23:59,0,80,49,68,63,501,0.16,100,47.9
20020914,23:59,0,85,52,68,63,537,0.19,100,45.3
20020915,23:59,0,76,50,67,63,537,0.17,99.1,51.8
20020916,23:59,0,77,52,68,64,540,0.17,100,51.8
20020917,23:59,0,81,49,68,64,518,0.17,100,44.6
20020918,23:59,0,89,50,69,64,538,0.18,100,34.2
20020919,23:59,0,89,54,69,65,529,0.21,91.1,33.8
20020920,23:59,0,87,51,68,64,526,0.2,99.4,35.7
20020921,23:59,0,85,48,68,63,515,0.2,100,35.6
20020922,23:59,0,88,47,68,63,517,0.18,100,38.6
20020923,23:59,0,99,52,69,63,517,0.2,97.6,24.3
20020924,23:59,0,94,53,68,64,474,0.19,84,22.6
20020925,23:59,0,78,50,67,64,451,0.15,99.8,48.5
20020926,23:59,0,66,50,66,63,437,0.13,100,73.1
20020927,23:59,0,67,57,65,63,293,0.09,92.6,73.5
20020928,23:59,0,68,52,65,63,322,0.1,93.7,61.3
20020929,23:59,0,72,46,65,61,480,0.15,100,54.4
20020930,23:59,0,70,47,64,61,450,0.14,99.2,53.7
20021001,23:59,0,70,44,63,59,475,0.16,97.6,42.1
20021002,23:59,0,78,40,62,58,484,0.17,91.2,20.3
20021003,23:59,0,78,39,61,57,475,0.18,83.9,21.6
20021004,23:59,0,83,43,62,57,458,0.16,95.4,22.9
20021005,23:59,0,88,46,63,59,452,0.17,97.9,27.5
20021006,23:59,0,92,49,65,60,451,0.17,87.2,18.8
20021007,23:59,0,93,50,65,61,449,0.17,82.6,23.9
20021008,23:59,0.03,92,50,65,61,450,0.18,90.2,28.4
20021009,23:59,0,69,47,63,60,358,0.11,99.1,72.9
20021010,23:59,0,68,55,63,61,315,0.1,98.1,70.1
20021011,23:59,0,76,47,65,62,399,0.13,97.5,45.1
20021012,23:59,0,80,42,64,60,432,0.14,100,34.7
20021013,23:59,0,84,44,63,59,400,0.14,100,29.8
20021014,23:59,0,78,46,63,60,392,0.13,97.9,46.5
20021015,23:59,0,63,46,62,60,370,0.11,98.8,65.2
20021016,23:59,0,62,51,61,60,303,0.09,88,68.1
20021017,23:59,0,66,47,62,59,366,0.11,97.7,62.9
20021018,23:59,0,66,47,62,59,332,0.1,97,63.6
20021019,23:59,0,71,46,61,58,338,0.1,99.3,58.7
20021020,23:59,0,74,47,62,59,358,0.11,100,59.9
20021021,23:59,0.01,62,44,61,58,344,0.09,100,79.6
20021022,23:59,0,59,52,61,60,245,0.06,98.1,82.7
20021023,23:59,0,60,51,60,59,203,0.05,97.6,68.7
20021024,23:59,0,63,46,60,58,266,0.08,92.5,56.4
20021025,23:59,0,68,44,60,57,349,0.1,97.7,53.2
20021026,23:59,0,64,42,59,57,285,0.08,100,69
20021027,23:59,0,72,46,60,57,354,0.1,96.8,46.7
20021028,23:59,0,77,39,59,56,361,0.11,100,35.5
20021029,23:59,0,73,43,59,56,340,0.1,100,42.6
20021030,23:59,0,71,38,58,55,349,0.1,100,44.2
20021031,23:59,0,71,37,58,55,354,0.1,98.8,32.7
20021101,23:59,0,72,35,57,54,340,0.1,94.7,19.7
20021102,23:59,0,75,35,57,53,301,0.1,78,17.7
20021103,23:59,0,77,41,58,54,323,0.11,69.9,18.1
20021104,23:59,0,69,36,57,54,346,0.1,96.4,34
20021105,23:59,0,76,38,57,54,335,0.1,100,33.5
20021106,23:59,0,70,36,56,53,258,0.07,98,43.4
20021107,23:59,0.73,71,51,58,55,188,0.06,100,65.6
20021108,23:59,1.35,66,60,60,58,79,0.02,98.2,86.2
20021109,23:59,0.01,65,49,60,58,284,0.08,100,69.1
20021110,23:59,0,65,46,58,56,148,0.04,100,71.5
20021111,23:59,0,71,47,59,56,285,0.07,100,51.2
20021112,23:59,0,71,45,58,56,233,0.07,96.4,50.5
20021113,23:59,0,68,48,58,56,211,0.06,99.1,70.8
20021114,23:59,0,71,46,58,56,303,0.08,100,40.8
20021115,23:59,0,77,43,58,55,284,0.08,96.1,43.4
20021116,23:59,0,73,41,57,54,276,0.08,97.6,43
20021117,23:59,0,67,43,58,55,239,0.06,99.5,60.2
20021118,23:59,0,71,38,56,54,287,0.08,98.6,41.8
20021119,23:59,0,77,39,56,53,292,0.08,92.4,28.8
20021120,23:59,0,81,42,56,53,277,0.08,88.4,38.2
20021121,23:59,0,80,45,56,53,212,0.06,93.8,36.9
20021122,23:59,0,58,45,56,54,162,0.04,100,76.2
20021123,23:59,0,60,45,56,55,98,0.02,100,75.9
20021124,23:59,0,64,44,56,54,199,0.04,100,69.4
20021125,23:59,0,65,37,56,54,279,0.08,100,40.9
20021126,23:59,0,69,35,54,51,232,0.06,92.5,28
20021127,23:59,0,71,33,52,50,273,0.07,91.9,36.7
20021128,23:59,0,73,32,52,49,268,0.07,89.6,33.8
20021129,23:59,0,72,38,52,49,251,0.07,90.4,33.5
20021130,23:59,0,56,39,51,49,82,0.01,96.3,69.7
20021201,23:59,0,65,41,52,50,236,0.06,100,62.8
20021202,23:59,0,68,37,52,50,246,0.06,100,51.3
20021203,23:59,0,68,37,51,49,228,0.05,100,55.5
20021204,23:59,0,70,36,51,48,256,0.06,100,48.2
20021205,23:59,0,66,39,51,49,172,0.04,98.4,45.8
20021206,23:59,0,57,38,50,48,76,0.01,100,81.9
20021207,23:59,0,67,33,50,48,249,0.06,100,55.8
20021208,23:59,0,67,38,50,48,227,0.06,100,58.1
20021209,23:59,0.09,59,44,51,49,96,0.02,100,90.8
20021210,23:59,0,61,44,52,50,154,0.03,100,83.4
20021211,23:59,0,60,35,51,49,195,0.04,100,77.1
20021212,23:59,0,65,36,51,48,230,0.06,100,60.6
20021213,23:59,0.15,60,48,52,50,65,0.01,100,88.3
20021214,23:59,0.76,66,51,53,52,127,0.05,100,60.6
20021215,23:59,0.02,61,47,53,51,86,0.03,90.9,65.5
20021216,23:59,1.59,63,49,53,52,112,0.05,95.7,58.2
20021217,23:59,0.35,55,37,52,50,132,0.03,100,77.6
20021218,23:59,0.08,57,34,51,49,224,0.04,100,63.6
20021219,23:59,0.58,58,32,49,47,49,0.03,100,56.4
20021220,23:59,0.23,59,33,49,46,191,0.04,100,71.1
20021221,23:59,0.06,57,43,50,48,120,0.02,100,77.6
20021222,23:59,0.02,56,35,50,48,224,0.05,99.7,60.3
20021223,23:59,0.01,56,31,48,46,248,0.05,98.3,55.9
20021224,23:59,0.01,54,31,47,45,140,0.03,99.1,65.5
20021225,23:59,0.01,51,31,46,44,117,0.02,100,74.7
20021226,23:59,0.01,59,44,49,46,112,0.02,98.8,78.4
20021227,23:59,0.01,63,43,51,48,131,0.03,100,80.3
20021228,23:59,0.02,65,49,51,49,119,0.05,100,53
20021229,23:59,0.02,57,39,50,49,162,0.04,100,77.7
20021230,23:59,0.29,52,37,49,47,103,0.02,100,85.4
20021231,23:59,0.26,58,42,50,48,174,0.05,97.7,61.6
20030101,23:59,0,61,37,49,47,224,0.05,100,67
20030102,23:59,0,63,43,50,48,164,0.04,96.6,56.9
20030103,23:59,0,66,39,50,48,229,0.05,100,66.2
20030104,23:59,0,65,43,51,49,230,0.05,100,66.9
20030105,23:59,0,66,43,52,49,174,0.04,100,74.3
20030106,23:59,0,65,38,51,49,266,0.06,98.1,57.2
20030107,23:59,0,69,37,50,47,263,0.06,98.2,50.4
20030108,23:59,0,68,41,51,48,214,0.06,93.5,50
20030109,23:59,0.13,63,47,52,50,100,0.02,100,68.7
20030110,23:59,0.42,64,50,53,51,136,0.03,100,80.4
20030111,23:59,0,61,47,53,52,139,0.02,100,83.9
20030112,23:59,0,63,46,54,52,196,0.05,100,82.5
20030113,23:59,0,60,46,53,52,168,0.03,100,87.8
20030114,23:59,0,58,46,54,52,121,0.02,100,90.8
20030115,23:59,0,63,40,53,51,233,0.06,100,68.2
20030116,23:59,0,68,37,52,49,290,0.07,99.5,55.4
20030117,23:59,0,69,36,51,48,290,0.07,100,43.7
20030118,23:59,0,67,36,51,48,287,0.07,98.7,51.2
20030119,23:59,0,66,36,50,47,283,0.07,100,53.3
20030120,23:59,0,57,43,51,49,121,0.02,100,86.4
20030121,23:59,0.08,64,44,52,50,210,0.05,100,76.4
20030122,23:59,0,61,48,53,51,94,0.02,100,88.9
20030123,23:59,0,66,46,54,51,185,0.04,100,85.8
20030124,23:59,0,66,50,,,232,0.05,,
20030125,23:59,0,65,44,55,52,274,0.07,100,78.6
20030126,23:59,0,67,46,54,52,218,0.05,100,77.3
20030127,23:59,0,68,48,54,53,176,0.04,100,71.6
20030128,23:59,0,68,46,55,53,287,0.07,100,63.7
20030129,23:59,0,68,40,54,52,288,0.07,100,64.8
20030130,23:59,0,70,42,54,51,287,0.07,100,68.5
20030131,23:59,0,73,43,55,52,283,0.08,99.7,58.8
20030201,23:59,0,64,44,54,53,145,0.03,100,63.4
20030202,23:59,0,63,37,53,50,330,0.08,98.5,43.1
20030203,23:59,0,66,32,52,49,332,0.08,98.4,47
20030204,23:59,0,66,31,51,48,334,0.08,100,47.7
20030205,23:59,0,61,29,50,47,342,0.09,91,37.4
20030206,23:59,0,62,27,49,46,335,0.08,95.8,41.4
20030207,23:59,0,63,34,49,46,490,0.08,100,34.9
20030208,23:59,0,63,26,48,45,356,0.08,95.3,27.3
20030209,23:59,0,67,27,47,44,356,0.09,90.5,27.7
20030210,23:59,0,64,30,47,44,304,0.08,95.1,41.6
20030211,23:59,0,64,41,48,46,168,0.05,93.6,53.6
20030212,23:59,0.13,62,46,50,48,154,0.03,100,79.3
20030213,23:59,0.04,62,43,51,49,152,0.03,100,85.6
20030214,23:59,0.04,56,49,52,51,84,0.01,98.8,80.1
20030215,23:59,0,61,49,53,51,180,0.04,98.1,75.4
20030216,23:59,0.47,62,45,54,51,325,0.08,100,62.5
20030217,23:59,0,57,40,52,50,207,0.05,100,72.9
20030218,23:59,0,64,32,53,48,387,0.09,100,54.3
20030219,23:59,0.16,56,42,52,50,157,0.03,100,72.2
20030220,23:59,0,64,39,52,49,384,0.1,97.9,56.3
20030221,23:59,0,69,35,52,48,395,0.1,100,54.5
20030222,23:59,0,71,37,53,49,392,0.1,100,54.8
20030223,23:59,0,61,37,52,49,202,0.05,100,66.9
20030224,23:59,0.3,60,45,52,50,125,0.03,100,69.3
20030225,23:59,0.03,60,47,55,52,231,0.05,100,77.9
20030226,23:59,0,58,42,54,52,183,0.05,97.3,66.4
20030227,23:59,0.22,58,40,54,52,276,0.07,100,68.9
20030228,23:59,0,61,35,54,50,393,0.1,100,61.3
20030301,23:59,0,63,41,55,52,413,0.11,97.9,57.7
20030302,23:59,0,65,34,54,51,428,0.11,100,56.6
20030303,23:59,0,57,38,53,50,244,0.06,99.5,66.6
20030304,23:59,0,60,34,52,49,430,0.11,100,52.2
20030305,23:59,0,65,33,52,49,443,0.12,100,52.6
20030306,23:59,0,69,34,52,49,427,0.11,100,49
20030307,23:59,0,65,32,52,49,459,0.12,100,56.1
20030308,23:59,0,70,33,52,49,464,0.12,100,50.4
20030309,23:59,0,68,37,53,50,439,0.12,100,63.2
20030310,23:59,0,71,39,54,51,388,0.11,100,63
20030311,23:59,0,71,51,55,53,402,0.12,100,64.3
20030312,23:59,0,74,50,57,54,412,0.12,100,60.5
20030313,23:59,0.01,64,48,56,54,269,0.08,100,70.1
