code_uic;libelle;fret;voyageurs;code_ligne;rg_troncon;pk;commune;departemen;idreseau;idgaia;x_l93;y_l93;x_wgs84;y_wgs84;c_geo;geo_point_2d;geo_shape
87381715;Mareil-sur-Mauldre;N;O;396000;1;042+382;MAREIL-SUR-MAULDRE;YVELINES;5359;e1b2762a-19bf-11e5-a6ff-01fc64e0362d;617263.3342999965;6866553.629700001;1.871552843730546;48.8936706358685;48.8936706358685,1.8715528437305458;48.8936706358,1.87155284373;"{""coordinates"": [1.871552843730545, 48.89367063584661], ""type"": ""Point""}"
87286062;Hellemmes;O;O;269000;1;004+096;LILLE;NORD;4429;d9b659f8-6667-11e3-89ff-01f464e0362d;708240.9878000021;7058436.268199999;3.116260107935155;50.62287383634239;50.62287383634239,3.116260107935155;50.6228738363,3.11626010794;"{""coordinates"": [3.116260107935154, 50.62287383632865], ""type"": ""Point""}"
87214726;Rothau;N;O;110000;1;044+926;ROTHAU;BAS-RHIN;6309;d999b8dc-6667-11e3-89ff-01f464e0362d;1010921.9029999971;6825947.0227999985;7.207432343690648;48.45922303173024;48.45922303173024,7.207432343690648;48.4592230317,7.20743234369;"{""coordinates"": [7.20743234369065, 48.459223031706124], ""type"": ""Point""}"
87615419;Marssac-sur-Tarn;N;O;741000;1;346+380;MARSSAC-SUR-TARN;TARN;5400;d9446fa8-6667-11e3-89ff-01f464e0362d;621836.559799999;6313371.898800001;2.026894992903473;43.915017080362055;43.915017080362055,2.0268949929034727;43.9150170803,2.0268949929;"{""coordinates"": [2.026894992903472, 43.91501708033957], ""type"": ""Point""}"
87784512;Le Soler;N;O;679000;1;474+565;LE SOLER;PYRENEES-ORIENTALES;5007;29716a08-dfbc-11e3-a2ff-01a464e0362d;682569.1484000012;6175407.080899999;2.787602438694243;42.678079975389345;42.678079975389345,2.7876024386942433;42.6780799754,2.78760243869;"{""coordinates"": [2.787602438694242, 42.67807997536396], ""type"": ""Point""}"
87684233;Dordives;N;O;750000;1;101+349;DORDIVES;LOIRET;3990;d976c850-6667-11e3-89ff-01f464e0362d;682339.2855999991;6783021.141199999;2.762535922688357;48.1473164313826;48.1473164313826,2.7625359226883566;48.1473164314,2.76253592269;"{""coordinates"": [2.762535922688356, 48.14731643135682], ""type"": ""Point""}"
87611061;Carbonne;O;O;650000;1;041+439;CARBONNE;HAUTE-GARONNE;3482;c0fc7788-f312-11e3-90ff-015864e0362d;554802.7805999964;6245921.909400001;1.211587462527255;43.29766495548215;43.29766495548215,1.2115874625272551;43.2976649555,1.21158746253;"{""coordinates"": [1.211587462527254, 43.29766495545815], ""type"": ""Point""}"
87345280;Bauvin-Provin;N;O;285000;1;233+090;BAUVIN;NORD;3109;d9db6e70-6667-11e3-89ff-01f464e0362d;693254.0031000003;7046044.392099999;2.90504075604601;50.51167305704527;50.51167305704527,2.9050407560460103;50.511673057,2.90504075605;"{""coordinates"": [2.905040756046009, 50.51167305703105], ""type"": ""Point""}"
87595298;Mussidan;O;O;621000;1;039+719;MUSSIDAN;DORDOGNE;5725;d992ef10-6667-11e3-89ff-01f464e0362d;491657.1653999984;6440746.873399999;0.353907886033932;45.03454481999586;45.03454481999586,0.3539078860339317;45.03454482,0.353907886034;"{""coordinates"": [0.35390788603393, 45.03454481997635], ""type"": ""Point""}"
87481598;Nort-sur-Erdre;N;O;519000;1;456+500;NORT-SUR-ERDRE;LOIRE-ATLANTIQUE;8954;29550434-dfbc-11e3-a2ff-01a464e0362d;360782.5033000037;6714286.941199999;-1.503440199165114;47.44185260156143;47.44185260156143,-1.5034401991651143;47.4418526015,-1.50344019917;"{""coordinates"": [-1.503440199165117, 47.44185260153181], ""type"": ""Point""}"
87784736;Nyers;N;O;669000;1;011+613;NYER;PYRENEES-ORIENTALES;9562;e190a0c8-19bf-11e5-a6ff-01fc64e0362d;639377.8489999995;6160490.633400001;2.263025997094444;42.54164503823846;42.54164503823846,2.2630259970944437;42.5416450382,2.26302599709;"{""coordinates"": [2.263025997094443, 42.54164503821277], ""type"": ""Point""}"
87116699;Oulchy-Breny;O;O;072000;1;098+014;BRENY;AISNE;5891;d996c3ae-6667-11e3-89ff-01f464e0362d;725701.8999999985;6898700.164299998;3.352527882683758;49.1875213601501;49.1875213601501,3.3525278826837575;49.1875213601,3.35252788268;"{""coordinates"": [3.352527882683757, 49.187521360129686], ""type"": ""Point""}"
87756874;La Brigue;N;O;946000;1;054+484;LA BRIGUE;ALPES-MARITIMES;4605;29754304-dfbc-11e3-a2ff-01a464e0362d;1068578.0540999994;6340026.160700001;7.603034286339613;44.06252385171183;44.06252385171183,7.603034286339613;44.0625238517,7.60303428634;"{""coordinates"": [7.603034286339615, 44.062523851689726], ""type"": ""Point""}"
87271411;Aulnay-sous-Bois;N;O;076000;1;014+420;AULNAY-SOUS-BOIS;SEINE-SAINT-DENIS;2992;d98e2e5e-6667-11e3-89ff-01f464e0362d;662966.2502000034;6870376.0918999985;2.494534649817342;48.9322956659189;48.9322956659189,2.494534649817342;48.9322956659,2.49453464982;"{""coordinates"": [2.494534649817341, 48.93229566589721], ""type"": ""Point""}"
87597344;St-Maur-sur-Indre;O;N;594000;1;348+029;SAINT-MAUR;INDRE;6587;e140df68-19bf-11e5-a6ff-01fc64e0362d;595303.2857000008;6634527.6554000005;1.627111446648888;46.80269930355671;46.80269930355671,1.627111446648888;46.8026993035,1.62711144665;"{""coordinates"": [1.627111446648887, 46.80269930354229], ""type"": ""Point""}"
87381210;Liancourt-St-Pierre;N;O;330000;2;054+834;LIANCOURT-SAINT-PIERRE;OISE;5155;d9970280-6667-11e3-89ff-01f464e0362d;620259.0424999967;6902871.9122;1.905540770738303;49.22057380079402;49.22057380079402,1.9055407707383034;49.2205738008,1.90554077074;"{""coordinates"": [1.905540770738302, 49.22057380077377], ""type"": ""Point""}"
87597088;Montierchaume;O;N;590000;2;255+562;MONTIERCHAUME;INDRE;5618;e54d36f2-6667-11e3-a7ff-01f464e0362d;608390.1445000023;6639772.747299999;1.797643888384134;46.85184045795991;46.85184045795991,1.7976438883841341;46.8518404579,1.79764388838;"{""coordinates"": [1.797643888384133, 46.851840457945634], ""type"": ""Point""}"
87773556;Frontignan;N;O;810000;1;097+695;FRONTIGNAN;HERAULT;9483;d94a314c-6667-11e3-89ff-01f464e0362d;761465.2741999999;6260937.557700001;3.75895970261544;43.444883389821115;43.444883389821115,3.7589597026154395;43.4448833898,3.75895970262;"{""coordinates"": [3.75895970261544, 43.44488338979747], ""type"": ""Point""}"
87543009;Orléans;O;O;569000;1;121+050;ORLEANS;LOIRET;5870;d9bc9d5e-6667-11e3-89ff-01f464e0362d;618178.4937999994;6756985.3363999985;1.90475970109187;47.90815419279802;47.90815419279802,1.9047597010918702;47.9081541928,1.90475970109;"{""coordinates"": [1.904759701091869, 47.908154192770965], ""type"": ""Point""}"
87574319;Onzain-Chaumont-sur-Loire;N;O;570000;2;194+868;ONZAIN;LOIR-ET-CHER;5861;d98e9c08-6667-11e3-89ff-01f464e0362d;563436.8907999992;6711729.6065;1.186124412116244;47.49181168698501;47.49181168698501,1.1861244121162442;47.491811687,1.18612441212;"{""coordinates"": [1.186124412116243, 47.49181168695567], ""type"": ""Point""}"
87546317;Chemin-d'Antony;N;O;985000;1;021+268;ANTONY;HAUTS-DE-SEINE;3688;e0436df0-19bf-11e5-82ff-01fc64e0362d;649456.8176999986;6849975.032499999;2.3125795585876;48.74790944795252;48.74790944795252,2.3125795585876;48.7479094479,2.31257955859;"{""coordinates"": [2.312579558587599, 48.7479094479299], ""type"": ""Point""}"
87276584;Ermont-Halte;N;O;328000;1;015+553;ERMONT;VAL-D'OISE;4068;2964ae96-dfbc-11e3-a2ff-01a464e0362d;646077.1856999993;6877009.5372;2.263186059561745;48.990749444499556;48.990749444499556,2.2631860595617446;48.9907494445,2.26318605956;"{""coordinates"": [2.263186059561744, 48.990749444478155], ""type"": ""Point""}"
87471037;Bruz;N;O;468000;1;383+901;BRUZ;ILLE-ET-VILAINE;8891;e03c6d1c-19bf-11e5-82ff-01fc64e0362d;346013.93400000036;6780471.664500002;-1.751863126756572;48.02873873088182;48.02873873088182,-1.7518631267565719;48.0287387309,-1.75186312676;"{""coordinates"": [-1.751863126756574, 48.02873873085542], ""type"": ""Point""}"
87491043;Taillebourg;N;O;530000;1;242+592;TAILLEBOURG;CHARENTE-MARITIME;6919;e191b87a-19bf-11e5-a6ff-01fc64e0362d;417177.0566999987;6532141.741;-0.64442655928002;45.83016744694956;45.83016744694956,-0.6444265592800199;45.8301674469,-0.64442655928;"{""coordinates"": [-0.644426559280023, 45.83016744693231], ""type"": ""Point""}"
87671016;Mont-de-Marsan;O;O;642000;1;176+600;MONT-DE-MARSAN;LANDES;5559;d9991cf8-6667-11e3-89ff-01f464e0362d;418755.7978999987;6315793.605500001;-0.500602680165823;43.885032882337605;43.885032882337605,-0.5006026801658229;43.8850328823,-0.500602680166;"{""coordinates"": [-0.500602680165824, 43.88503288231505], ""type"": ""Point""}"
87764407;Le Pouzin;O;N;800000;1;640+765;LE POUZIN;ARDECHE;4997;d9e3ad52-6667-11e3-89ff-01f464e0362d;838503.6247999966;6407393.7227;4.750066436271399;44.751864561116314;44.751864561116314,4.750066436271399;44.7518645611,4.75006643627;"{""coordinates"": [4.750066436271399, 44.75186456109604], ""type"": ""Point""}"
87393074;Issy;N;O;977000;1;006+886;ISSY-LES-MOULINEAUX;HAUTS-DE-SEINE;4503;2943a4e6-dfbc-11e3-a2ff-01a464e0362d;645628.384300001;6858021.6807;2.259486994204301;48.81996502716657;48.81996502716657,2.2594869942043005;48.8199650271,2.2594869942;"{""coordinates"": [2.259486994204299, 48.81996502714431], ""type"": ""Point""}"
87276766;Ribécourt;O;O;242000;1;096+821;RIBÉCOURT-DRESLINCOURT;OISE;6248;294a81e8-dfbc-11e3-a2ff-01a464e0362d;694740.9635000005;6934087.9267;2.92742032150137;49.50611181790263;49.50611181790263,2.92742032150137;49.5061118179,2.9274203215;"{""coordinates"": [2.92742032150137, 49.50611181788378], ""type"": ""Point""}"
87396002;Le Mans;O;O;450000;1;210+980;MANS (LE );SARTHE;4956;2949d29e-dfbc-11e3-a2ff-01a464e0362d;490734.2748999968;6769782.903499998;0.19373767827699;47.99496278334028;47.99496278334028,0.19373767827698987;47.9949627833,0.193737678277;"{""coordinates"": [0.193737678276987, 47.994962783313696], ""type"": ""Point""}"
87485110;Châtelaillon;N;O;530000;1;188+915;CHÂTELAILLON-PLAGE;CHARENTE-MARITIME;3657;29ebea22-dfbc-11e3-a2ff-01a464e0362d;383979.5217999965;6561383.6743;-1.090989736597357;46.07853714219941;46.07853714219941,-1.0909897365973569;46.0785371422,-1.0909897366;"{""coordinates"": [-1.090989736597359, 46.07853714218288], ""type"": ""Point""}"
87313726;Marseille-en-Beauvaisis;N;O;325000;1;100+078;MARSEILLE-EN-BEAUVAISIS;OISE;5394;e008bdc0-19bf-11e5-82ff-01fc64e0362d;624355.3805000037;6941801.140000001;1.954684190772344;49.57095250613924;49.57095250613924,1.954684190772344;49.5709525061,1.95468419077;"{""coordinates"": [1.954684190772343, 49.57095250612069], ""type"": ""Point""}"
87271460;Roissy-Aéroport-Charles-de-Gaulle 1;N;O;076000;1;027+360;TREMBLAY-EN-FRANCE;SEINE-SAINT-DENIS;6279;d971adf4-6667-11e3-89ff-01f464e0362d;667514.7546999976;6878859.738400001;2.555963637162915;49.008827418225586;49.008827418225586,2.555963637162915;49.0088274182,2.55596363716;"{""coordinates"": [2.555963637162914, 49.00882741820428], ""type"": ""Point""}"
87281006;Dunkerque;O;O;302526;1;304+839;DUNKERQUE;NORD;4014;e1868286-19bf-11e5-a6ff-01fc64e0362d;655335.613499999;7104507.077599999;2.364678910284624;51.034645417513985;51.034645417513985,2.3646789102846237;51.0346454175,2.36467891028;"{""coordinates"": [2.364678910284622, 51.03464541750199], ""type"": ""Point""}"
87141598;Tantonville;N;O;040000;1;030+021;TANTONVILLE;MEURTHE-ET-MOSELLE;6927;d9e05760-6667-11e3-89ff-01f464e0362d;931183.3184999973;6824987.1829;6.129209733482396;48.48391111134653;48.48391111134653,6.129209733482396;48.4839111113,6.12920973348;"{""coordinates"": [6.129209733482397, 48.483911111322534], ""type"": ""Point""}"
87571828;Langeais;N;O;515000;1;260+233;LANGEAIS;INDRE-ET-LOIRE;4856;c08b050e-f312-11e3-90ff-015864e0362d;504461.63710000366;6694726.228599999;0.410677308449883;47.3240049022944;47.3240049022944,0.41067730844988326;47.3240049023,0.41067730845;"{""coordinates"": [0.410677308449882, 47.324004902264114], ""type"": ""Point""}"
87722561;Chasse-sur-Rhône;O;O;906000;1;004+034;CHASSE-SUR-RHÔNE;ISERE;3632;d9474cc8-6667-11e3-89ff-01f464e0362d;839966.7292999998;6499721.235800002;4.795063408181971;45.582681217251555;45.582681217251555,4.795063408181971;45.5826812172,4.79506340818;"{""coordinates"": [4.795063408181971, 45.5826812172336], ""type"": ""Point""}"
87192039;Metz-Ville;O;O;089000;1;353+700;METZ;MOSELLE;5484;293fac44-dfbc-11e3-a2ff-01a464e0362d;931943.7348000035;6894581.7315;6.177376700521011;49.109047707663684;49.109047707663684,6.177376700521011;49.1090477076,6.17737670052;"{""coordinates"": [6.177376700521011, 49.10904770764288], ""type"": ""Point""}"
87683649;Cravant-Bazarnes;O;O;755000;1;191+390;BAZARNES;YONNE;3871;d98414f2-6667-11e3-89ff-01f464e0362d;751007.7238000035;6730566.233100001;3.679757820934492;47.6735074630003;47.6735074630003,3.6797578209344923;47.673507463,3.67975782093;"{""coordinates"": [3.679757820934492, 47.67350746297196], ""type"": ""Point""}"
87584235;Gardonne;N;O;629000;1;594+390;GARDONNE;DORDOGNE;4269;d9c74b0c-6667-11e3-89ff-01f464e0362d;489180.37569999695;6418617.922800001;0.331967638905795;44.834667775010615;44.834667775010615,0.33196763890579467;44.834667775,0.331967638906;"{""coordinates"": [0.331967638905793, 44.834667774990564], ""type"": ""Point""}"
87172155;Mohon;O;O;204000;1;000-111;CHARLEVILLE-MEZIERES;ARDENNES;5539;d9a3ab02-6667-11e3-89ff-01f464e0362d;825026.2581999972;6962853.314300001;4.733921190685569;49.75228608108127;49.75228608108127,4.733921190685569;49.7522860811,4.73392119069;"{""coordinates"": [4.733921190685569, 49.75228608106358], ""type"": ""Point""}"
87271494;Aéroport-Charles-de-Gaulle 2-TGV;N;O;226310;1;007+487;TREMBLAY-EN-FRANCE;SEINE-ET-MARNE;87381;2923885c-dfbc-11e3-a2ff-01a464e0362d;668628.1960999966;6878315.6182;2.571223196694159;49.00399011760242;49.00399011760242,2.5712231966941586;49.0039901176,2.57122319669;"{""coordinates"": [2.571223196694158, 49.0039901175811], ""type"": ""Point""}"
87313247;Breteuil-Embranchement;O;O;272000;1;094+852;BACOUËL;OISE;3380;c0a1875c-f312-11e3-90ff-015864e0362d;655487.1797999963;6947675.324200001;2.384230934090904;49.62668016310979;49.62668016310979,2.3842309340909043;49.6266801631,2.38423093409;"{""coordinates"": [2.384230934090903, 49.626680163091514], ""type"": ""Point""}"
87473223;Lannion;N;O;446000;1;547+146;LANNION;COTES-D'ARMOR;4863;d96d866a-6667-11e3-89ff-01f464e0362d;225332.10069999844;6866883.848000001;-3.460362272489274;48.72722615858606;48.72722615858606,-3.460362272489274;48.7272261586,-3.46036227249;"{""coordinates"": [-3.460362272489277, 48.727226158563326], ""type"": ""Point""}"
87184523;Montbéliard;O;O;858000;1;000+000;MONTBELIARD;DOUBS;5584;d99f0f6e-6667-11e3-89ff-01f464e0362d;985742.5790000036;6717534.7217999995;6.79677572889819;47.49633642704641;47.49633642704641,6.79677572889819;47.496336427,6.7967757289;"{""coordinates"": [6.796775728898191, 47.49633642701709], ""type"": ""Point""}"
87286534;Ronchin;O;O;272000;1;246+423;RONCHIN;NORD;6293;d9c8603e-6667-11e3-89ff-01f464e0362d;705502.5073999986;7056315.305599999;3.077597498635683;50.60386936172255;50.60386936172255,3.0775974986356833;50.6038693617,3.07759749864;"{""coordinates"": [3.077597498635682, 50.60386936170873], ""type"": ""Point""}"
87584532;Les Églisottes;N;O;570000;3;521+685;LES ÉGLISOTTES-ET-CHALAURES;GIRONDE;5069;d96dbcec-6667-11e3-89ff-01f464e0362d;460628.35069999844;6448504.919599999;-0.043610175700566;45.09428905796061;45.09428905796061,-0.0436101757005662;45.0942890579,-0.0436101757006;"{""coordinates"": [-0.043610175700568, 45.09428905794129], ""type"": ""Point""}"
87192401;Ars-sur-Moselle;N;O;089000;1;345+171;ARS-SUR-MOSELLE;MOSELLE;2944;e1905942-19bf-11e5-a6ff-01fc64e0362d;924839.1128000021;6890425.626800001;6.077933144586186;49.07423808913142;49.07423808913142,6.077933144586186;49.0742380891,6.07793314459;"{""coordinates"": [6.077933144586187, 49.07423808911044], ""type"": ""Point""}"
87723700;Sathonay-Rillieux;O;O;887000;1;007+000;SATHONAY-CAMP;RHONE;6768;d9e1f27a-6667-11e3-89ff-01f464e0362d;845832.0820000023;6526508.7886000015;4.878429559171022;45.82260534853966;45.82260534853966,4.878429559171022;45.8226053485,4.87842955917;"{""coordinates"": [4.878429559171021, 45.822605348522394], ""type"": ""Point""}"
87751008;Marseille-St-Charles;O;O;930000;1;000+050;MARSEILLE;BOUCHES-DU-RHONE;5397;e1610fbe-19bf-11e5-a6ff-01fc64e0362d;893268.2082000002;6247771.472399998;5.380881565078672;43.30288219605731;43.30288219605731,5.380881565078672;43.302882196,5.38088156508;"{""coordinates"": [5.380881565078671, 43.30288219603332], ""type"": ""Point""}"
87696294;St-Pierre-le-Moûtier;N;O;750000;1;280+733;SAINT-PIERRE-LE-MOÛTIER;NIEVRE;6643;d990327a-6667-11e3-89ff-01f464e0362d;708500.483599998;6632583.280200001;3.111442056711583;46.79333350532142;46.79333350532142,3.1114420567115832;46.7933335053,3.11144205671;"{""coordinates"": [3.111442056711582, 46.79333350530697], ""type"": ""Point""}"
87481846;Pontchâteau;N;O;470000;1;483+580;PONTCHÂTEAU;LOIRE-ATLANTIQUE;6103;c0a3f538-f312-11e3-90ff-015864e0362d;316740.0128000006;6716348.109700002;-2.088383489771248;47.4363076121587;47.4363076121587,-2.088383489771248;47.4363076121,-2.08838348977;"{""coordinates"": [-2.088383489771251, 47.436307612129035], ""type"": ""Point""}"
87113522;Le Chénay-Gagny;N;O;070000;1;016+115;GAGNY;SEINE-SAINT-DENIS;4926;d9a2768e-6667-11e3-89ff-01f464e0362d;667253.6393000036;6864206.971000001;2.553527019926075;48.87705130494008;48.87705130494008,2.5535270199260753;48.8770513049,2.55352701993;"{""coordinates"": [2.553527019926074, 48.87705130491812], ""type"": ""Point""}"
87575068;Maillé;N;O;570000;3;276+120;MAILLÉ;INDRE-ET-LOIRE;5317;d96de1a6-6667-11e3-89ff-01f464e0362d;516562.5982000008;6664243.555100001;0.583165439178813;47.05316642302488;47.05316642302488,0.5831654391788128;47.053166423,0.583165439179;"{""coordinates"": [0.583165439178811, 47.0531664230112], ""type"": ""Point""}"
87594168;Égletons;N;O;716000;1;632+333;ÉGLETONS;CORREZE;4027;dff8573e-19bf-11e5-82ff-01fc64e0362d;626831.2666999996;6478553.465100002;2.06471446783481;45.40249715122048;45.40249715122048,2.0647144678348104;45.4024971512,2.06471446783;"{""coordinates"": [2.064714467834809, 45.40249715120201], ""type"": ""Point""}"
87116145;Flamboin-Gouaix;O;N;001000;1;095+047;GOUAIX;SEINE-ET-MARNE;4157;d94975d8-6667-11e3-89ff-01f464e0362d;721790.7106000036;6819180.338100001;3.294810316646262;48.472520891870005;48.472520891870005,3.294810316646262;48.4725208918,3.29481031665;"{""coordinates"": [3.294810316646262, 48.47252089184595], ""type"": ""Point""}"
87394247;Pontgouin;N;O;420000;1;113+420;PONTGOUIN;EURE-ET-LOIR;6106;29912eea-dfbc-11e3-a2ff-01a464e0362d;562676.2058999985;6821368.789000001;1.141760067046591;48.47803747669013;48.47803747669013,1.141760067046591;48.4780374767,1.14176006705;"{""coordinates"": [1.141760067046589, 48.47803747666612], ""type"": ""Point""}"
87597005;Châteauroux;O;O;590000;2;264+064;CHATEAUROUX;INDRE;3654;292804e0-dfbc-11e3-a2ff-01a464e0362d;601119.0971999988;6635347.119600002;1.703183637265524;46.810961807288315;46.810961807288315,1.7031836372655242;46.8109618073,1.70318363727;"{""coordinates"": [1.703183637265523, 46.81096180727393], ""type"": ""Point""}"
87271353;Neuilly-sur-Marne;O;N;957000;1;010+517;NEUILLY-SUR-MARNE;SEINE-SAINT-DENIS;5766;e02c3e48-19bf-11e5-82ff-01fc64e0362d;664881.8083000034;6862325.966699999;2.521345042686296;48.860010560437516;48.860010560437516,2.5213450426862964;48.8600105604,2.52134504269;"{""coordinates"": [2.521345042686296, 48.86001056041545], ""type"": ""Point""}"
87396309;Connerré-Beillé;O;O;420000;1;186+739;BEILLÉ;SARTHE;3802;c090379c-f312-11e3-90ff-015864e0362d;512871.7558000013;6777807.5002;0.486966663978344;48.07384329531561;48.07384329531561,0.4869666639783437;48.0738432953,0.486966663978;"{""coordinates"": [0.486966663978342, 48.07384329528945], ""type"": ""Point""}"
87276568;Viarmes;N;O;315000;1;031+466;VIARMES;VAL-D'OISE;7190;d9cdb968-6667-11e3-89ff-01f464e0362d;653912.0891000032;6890963.5911;2.368714735306664;49.11682368393774;49.11682368393774,2.368714735306664;49.1168236839,2.36871473531;"{""coordinates"": [2.368714735306663, 49.11682368391698], ""type"": ""Point""}"
87481085;Doulon;O;N;519000;1;430+433;NANTES;LOIRE-ATLANTIQUE;3996;d9a15ce2-6667-11e3-89ff-01f464e0362d;358556.0627000034;6691243.439199999;-1.5154587803424;47.233603405361904;47.233603405361904,-1.5154587803424;47.2336034053,-1.51545878034;"{""coordinates"": [-1.515458780342402, 47.233603405331124], ""type"": ""Point""}"
87761247;Livron;N;O;830000;1;634+333;LIVRON-SUR-DRÔME;DROME;5194;d9d34d10-6667-11e3-89ff-01f464e0362d;844767.4554999992;6410627.1371;4.830132288298437;44.779689433736834;44.779689433736834,4.830132288298437;44.7796894337,4.8301322883;"{""coordinates"": [4.830132288298438, 44.77968943371664], ""type"": ""Point""}"
87746438;Sallanches-Combloux-Megève;O;O;895000;1;040+602;SALLANCHES;HAUTE-SAVOIE;6733;d9e69440-6667-11e3-89ff-01f464e0362d;981668.2757999972;6543829.026299998;6.63649948695067;45.93577791732538;45.93577791732538,6.63649948695067;45.9357779173,6.63649948695;"{""coordinates"": [6.63649948695067, 45.935777917308435], ""type"": ""Point""}"
87473090;Plestan;O;O;420000;1;446+957;PLESTAN;COTES-D'ARMOR;6021;e15adda4-19bf-11e5-a6ff-01fc64e0362d;297710.9377999976;6827785.526299998;-2.442067636620874;48.42553840006436;48.42553840006436,-2.4420676366208736;48.4255384,-2.44206763662;"{""coordinates"": [-2.442067636620877, 48.425538400040075], ""type"": ""Point""}"
87543348;Bricy-Boulay;O;N;556000;1;060+503;BRICY;LOIRET;3398;d9d93dd8-6667-11e3-89ff-01f464e0362d;608852.943400003;6766746.113600001;1.777927377174516;47.99475427706965;47.99475427706965,1.7779273771745157;47.994754277,1.77792737717;"{""coordinates"": [1.777927377174514, 47.99475427704308], ""type"": ""Point""}"
87296293;Fresnoy-le-Grand;O;O;242000;1;170+099;FRESNOY-LE-GRAND;AISNE;4233;29d15e24-dfbc-11e3-a2ff-01a464e0362d;731074.1371999979;6983599.939300001;3.432591812348431;49.95023606754016;49.95023606754016,3.432591812348431;49.9502360675,3.43259181235;"{""coordinates"": [3.432591812348431, 49.950236067523385], ""type"": ""Point""}"
87172627;Monthois;O;N;210000;1;037+694;MONTHOIS;ARDENNES;8358;e54fe516-6667-11e3-a7ff-01f464e0362d;824511.9086000025;6915267.6521000005;4.712480189517033;49.324836500040774;49.324836500040774,4.712480189517033;49.3248365,4.71248018952;"{""coordinates"": [4.712480189517034, 49.32483650002103], ""type"": ""Point""}"
87194001;Longwy;O;O;203000;1;243+859;LONGWY;MEURTHE-ET-MOSELLE;5225;29b0587e-dfbc-11e3-a2ff-01a464e0362d;900624.2326999977;6938325.640299998;5.769720766879925;49.51259328578975;49.51259328578975,5.769720766879925;49.5125932858,5.76972076688;"{""coordinates"": [5.769720766879926, 49.51259328577092], ""type"": ""Point""}"
87545475;Égly;N;O;550000;1;038+335;ÉGLY;ESSONNE;4028;e14824bc-19bf-11e5-a6ff-01fc64e0362d;642629.7580000013;6831638.0271999985;2.222189294095017;48.58241085152793;48.58241085152793,2.222189294095017;48.5824108515,2.2221892941;"{""coordinates"": [2.222189294095016, 48.58241085150445], ""type"": ""Point""}"
87694307;Montchanin;O;O;760000;1;133+275;MONTCHANIN;SAONE-ET-LOIRE;5594;d98fbdea-6667-11e3-89ff-01f464e0362d;813055.8051000014;6629868.3456999995;4.481330517947978;46.75939369432185;46.75939369432185,4.481330517947978;46.7593936943,4.48133051795;"{""coordinates"": [4.481330517947979, 46.75939369430731], ""type"": ""Point""}"
87577403;Iteuil;N;O;570000;3;348+240;ITEUIL;VIENNE;4506;293135e4-dfbc-11e3-a2ff-01a464e0362d;494215.186499998;6601743.695500001;0.316918460854919;46.48421650972457;46.48421650972457,0.31691846085491937;46.4842165097,0.316918460855;"{""coordinates"": [0.316918460854918, 46.484216509709206], ""type"": ""Point""}"
87576231;Varennes-sur-Fouzon;N;O;600000;1;227+343;VARENNES-SUR-FOUZON;INDRE;7103;d9b4a37c-6667-11e3-89ff-01f464e0362d;595150.3808000013;6680267.260200001;1.614584534849485;47.2144220139427;47.2144220139427,1.614584534849485;47.2144220139,1.61458453485;"{""coordinates"": [1.614584534849484, 47.2144220139118], ""type"": ""Point""}"
87393843;St-Quentin-en-Yvelines;N;O;395306;1;001+970;MONTIGNY-LE-BRETONNEUX;YVELINES;6653;d9a65d3a-6667-11e3-89ff-01f464e0362d;629838.7176000029;6854615.243099999;2.0450196671821;48.78780595522491;48.78780595522491,2.0450196671821;48.7878059552,2.04501966718;"{""coordinates"": [2.045019667182099, 48.787805955202494], ""type"": ""Point""}"
87615500;St-Juéry;O;N;742000;1;422+335;SAINT-JUÉRY;TARN;9103;d9e5167a-6667-11e3-89ff-01f464e0362d;636039.9087999985;6316315.591699999;2.203338211429495;43.94293971296417;43.94293971296417,2.203338211429495;43.9429397129,2.20333821143;"{""coordinates"": [2.203338211429494, 43.94293971294175], ""type"": ""Point""}"
87194407;Mont-St-Martin;O;N;202000;1;246+611;MONT-SAINT-MARTIN;MEURTHE-ET-MOSELLE;5565;e549034a-6667-11e3-a7ff-01f464e0362d;901724.7248999998;6940843.648400001;5.786127115687368;49.53486117639584;49.53486117639584,5.786127115687368;49.5348611764,5.78612711569;"{""coordinates"": [5.786127115687368, 49.53486117637712], ""type"": ""Point""}"
87471524;Châteaubourg;N;O;420000;1;352+558;CHÂTEAUBOURG;ILLE-ET-VILAINE;8899;e1be08f2-19bf-11e5-a6ff-01fc64e0362d;372294.2168999985;6787579.316199999;-1.405157184612477;48.10629591057404;48.10629591057404,-1.4051571846124769;48.1062959105,-1.40515718461;"{""coordinates"": [-1.40515718461248, 48.10629591054807], ""type"": ""Point""}"
87485300;Niort;O;O;523000;1;165+954;NIORT;DEUX-SEVRES;5797;e1bdb050-19bf-11e5-a6ff-01fc64e0362d;433371.0719999969;6584306.3277;-0.465508028051318;46.30599055020153;46.30599055020153,-0.46550802805131847;46.3059905502,-0.465508028051;"{""coordinates"": [-0.465508028051321, 46.30599055018567], ""type"": ""Point""}"
